"","source","rise1.3","rise2.3","Location","SubjectPool","Setting","Pencil","tempt","lkl"
"2841","bogota",6,NA,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,6
"2842","bogota",NA,5,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"2843","bogota",NA,6,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,6
"2844","bogota",8,NA,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,8
"2845","bogota",NA,6,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,6
"2846","bogota",NA,4,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,4
"2847","bogota",NA,6,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,6
"2848","bogota",NA,8,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,8
"2849","bogota",3,NA,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"2850","bogota",NA,1,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,1
"2851","bogota",NA,10,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,10
"2852","bogota",NA,2,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"2853","bogota",NA,4,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,4
"2854","bogota",NA,3,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"2855","bogota",2,NA,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"2856","bogota",2,NA,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"2857","bogota",NA,2,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"2858","bogota",NA,8,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,8
"2859","bogota",NA,5,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"2860","bogota",NA,4,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,4
"2861","bogota",NA,5,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"2862","bogota",NA,3,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"2863","bogota",4,NA,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,4
"2864","bogota",2,NA,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"2865","bogota",NA,10,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,10
"2866","bogota",1,NA,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1
"2867","bogota",3,NA,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"2868","bogota",5,NA,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"2869","bogota",5,NA,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"2870","bogota",10,NA,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,10
"2871","bogota",NA,4,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,4
"2872","bogota",8,NA,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,8
"2873","bogota",NA,5,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"2874","bogota",NA,6,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,6
"2875","bogota",2,NA,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"2876","bogota",4,NA,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,4
"2877","bogota",NA,2,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"2878","bogota",NA,8,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,8
"2879","bogota",5,NA,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"2880","bogota",2,NA,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"2881","bogota",6,NA,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,6
"2882","bogota",NA,3,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"2883","bogota",5,NA,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"2884","bogota",NA,2,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"2885","bogota",NA,4,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,4
"2886","bogota",NA,2,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"2887","bogota",NA,4,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,4
"2888","bogota",4,NA,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,4
"2889","bogota",3,NA,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"2890","bogota",NA,1,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,1
"2891","bogota",NA,2,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"2892","bogota",7,NA,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,7
"2893","bogota",NA,6,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,6
"2894","bogota",NA,1,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,1
"2895","bogota",10,NA,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,10
"2896","bogota",3,NA,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"2897","bogota",NA,4,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,4
"2898","bogota",NA,2,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"2899","bogota",NA,4,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,4
"2900","bogota",NA,3,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"2901","bogota",NA,6,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,6
"2902","bogota",2,NA,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"2903","bogota",NA,5,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"2904","bogota",NA,5,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"2905","bogota",NA,2,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"2906","bogota",NA,8,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,8
"2907","bogota",NA,5,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"2908","bogota",NA,10,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,10
"2909","bogota",NA,2,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"2910","bogota",8,NA,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,8
"2911","bogota",3,NA,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"2912","bogota",NA,3,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"2913","bogota",2,NA,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"2914","bogota",7,NA,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,7
"2915","bogota",5,NA,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"2916","bogota",NA,8,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,8
"2917","bogota",8,NA,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,8
"2918","bogota",1,NA,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1
"2919","bogota",8,NA,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,8
"2920","bogota",NA,5,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"2921","bogota",9,NA,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,9
"2922","bogota",10,NA,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,10
"2923","bogota",2,NA,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"2924","bogota",NA,6,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,6
"2925","bogota",5,NA,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"2926","bogota",4,NA,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,4
"2927","bogota",NA,3,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"2928","bogota",5,NA,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"2929","bogota",NA,3,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"2930","bogota",NA,5,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"2931","bogota",1,NA,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1
"2932","bogota",NA,3,"Universidad de los Andes, Bogotá, Colombia","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"2934","ulatina",5,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"2935","ulatina",5,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"2936","ulatina",5,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"2937","ulatina",7,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,7
"2938","ulatina",NA,1,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,1
"2939","ulatina",NA,7,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,7
"2940","ulatina",3,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"2941","ulatina",NA,5,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"2942","ulatina",7,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,7
"2943","ulatina",8,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,8
"2944","ulatina",NA,2,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"2945","ulatina",NA,5,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"2946","ulatina",5,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"2947","ulatina",7,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,7
"2948","ulatina",6,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,6
"2949","ulatina",NA,6,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,6
"2950","ulatina",10,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,10
"2951","ulatina",NA,5,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"2952","ulatina",4,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,4
"2953","ulatina",1,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1
"2954","ulatina",5,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"2955","ulatina",10,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,10
"2956","ulatina",1,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1
"2957","ulatina",NA,1,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,1
"2959","ulatina",NA,7,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,7
"2960","ulatina",NA,7,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,7
"2961","ulatina",NA,5,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"2962","ulatina",2,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"2963","ulatina",NA,2,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"2964","ulatina",NA,5,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"2965","ulatina",NA,8,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,8
"2966","ulatina",NA,5,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"2967","ulatina",5,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"2968","ulatina",2,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"2969","ulatina",3,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"2970","ulatina",4,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,4
"2971","ulatina",6,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,6
"2972","ulatina",NA,8,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,8
"2973","ulatina",8,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,8
"2974","ulatina",7,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,7
"2975","ulatina",6,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,6
"2976","ulatina",NA,10,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,10
"2977","ulatina",NA,7,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,7
"2978","ulatina",3,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"2979","ulatina",8,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,8
"2980","ulatina",1,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1
"2981","ulatina",4,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,4
"2982","ulatina",NA,5,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"2983","ulatina",7,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,7
"2984","ulatina",NA,4,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,4
"2985","ulatina",NA,7,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,7
"2986","ulatina",5,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"2987","ulatina",10,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,10
"2988","ulatina",5,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"2989","ulatina",3,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"2990","ulatina",NA,7,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,7
"2991","ulatina",2,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"2992","ulatina",NA,5,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"2993","ulatina",2,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"2994","ulatina",NA,5,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"2995","ulatina",NA,7,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,7
"2996","ulatina",NA,2,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"2997","ulatina",5,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"2998","ulatina",2,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"2999","ulatina",NA,2,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"3000","ulatina",NA,9,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,9
"3001","ulatina",NA,4,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,4
"3002","ulatina",NA,7,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,7
"3003","ulatina",4,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,4
"3004","ulatina",NA,6,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,6
"3005","ulatina",NA,2,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"3006","ulatina",NA,1,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,1
"3007","ulatina",2,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"3008","ulatina",NA,2,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"3009","ulatina",NA,9,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,9
"3010","ulatina",5,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"3011","ulatina",NA,3,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"3012","ulatina",5,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"3013","ulatina",NA,8,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,8
"3014","ulatina",3,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"3015","ulatina",7,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,7
"3016","ulatina",5,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"3017","ulatina",NA,2,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"3018","ulatina",5,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"3019","ulatina",NA,5,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"3020","ulatina",NA,10,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,10
"3021","ulatina",9,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,9
"3022","ulatina",7,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,7
"3023","ulatina",NA,9,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,9
